"veh_value","exposure","veh_body","veh_age","gender","area","agecat"
2.47,0.3696098563,"UTE","3","M","A","1"
2.83,0.5092402464,"UTE","2","M","B","4"
1.66,0.7118412046,"STNWG","4","F","F","4"
1.03,0.0821355236,"STNWG","3","F","C","6"
2.09,0.1587953457,"SEDAN","1","M","D","5"
1.72,0.2874743326,"SEDAN","3","M","A","3"
2.13,0.1560574949,"SEDAN","1","F","A","5"
2.56,0.0492813142,"HBACK","2","M","C","2"
0.65,0.4818617385,"SEDAN","4","M","C","4"
1.14,0.3750855578,"SEDAN","3","M","A","4"
0.41,0.8761122519,"SEDAN","4","F","D","1"
1.99,0.295687885,"STNWG","4","M","E","3"
1.44,0.9993155373,"UTE","4","M","A","5"
1.04,0.2847364819,"STNWG","3","F","F","3"
0.83,0.9336071184,"STNWG","4","M","D","4"
2.234,0.6023271732,"HBACK","1","F","C","2"
2.19,0.3641341547,"STNWG","3","M","C","6"
1.58,0.8186173853,"STNWG","4","M","F","3"
1.21,0.4380561259,"HBACK","2","F","E","4"
1.77,0.8514715948,"STNWG","4","M","B","2"
3.26,0.0027378508,"HBACK","2","F","B","4"
1.65,0.5229295003,"SEDAN","1","F","A","6"
1.2,0.2354551677,"HBACK","1","F","A","1"
3.01,0.3011635866,"STNWG","3","M","A","5"
0.85,0.0711841205,"HBACK","3","F","C","2"
0.69,0.9336071184,"HBACK","4","F","A","4"
1.78,0.7474332649,"HBACK","2","F","C","4"
1.96,0.6351813826,"SEDAN","1","F","B","4"
0.46,0.6762491444,"SEDAN","4","F","C","6"
1.37,0.3997262149,"HBACK","1","F","A","3"
1.14,0.3969883641,"HBACK","2","M","B","6"
1.29,0.4407939767,"STNWG","4","F","F","3"
1.428,0.8843258042,"HBACK","1","F","C","2"
1.27,0.0684462697,"HBACK","2","M","B","4"
1.25,0.9527720739,"SEDAN","3","F","C","4"
0.82,0.090349076,"HBACK","4","F","A","1"
4.66,0.3586584531,"STNWG","1","F","E","5"
2.2,0.1451060917,"HBACK","3","F","E","3"
1.56,0.6214921287,"SEDAN","3","M","B","3"
1.02,0.7227926078,"UTE","3","M","D","5"
1.41,0.9144421629,"STNWG","4","M","A","5"
1.62,0.1122518823,"HBACK","2","F","D","2"
1.62,0.9089664613,"SEDAN","3","M","D","4"
1.11,0.3203285421,"UTE","4","M","C","2"
4.32,0.6461327858,"STNWG","2","M","A","5"
1.5,0.5859000684,"UTE","3","M","F","4"
2.06,0.5941136208,"SEDAN","1","F","C","4"
2.81,0.9199178645,"STNWG","3","M","C","4"
0.82,0.5037645448,"HBACK","3","F","A","5"
4.73,0.8624229979,"STNWG","1","M","F","1"
2.099,0.9993155373,"HBACK","1","M","C","2"
2.66,0.9828884326,"SEDAN","1","F","A","3"
0.79,0.6598220397,"HBACK","3","F","A","2"
1.35,0.4982888433,"HBACK","1","F","B","3"
0.69,0.6351813826,"HBACK","3","M","C","4"
1.43,0.257357974,"SEDAN","2","M","D","6"
1.44,0.6652977413,"UTE","4","M","F","2"
0.73,0.334017796,"SEDAN","4","F","B","3"
2.01,0.295687885,"HBACK","2","F","B","2"
0.76,0.9144421629,"STNWG","4","M","A","4"
2.04,0.2683093771,"HBACK","1","F","A","4"
2.81,0.052019165,"STNWG","3","F","E","2"
3.42,0.0328542094,"SEDAN","2","M","D","5"
1.76,0.386036961,"UTE","1","M","A","4"
1.47,0.8350444901,"SEDAN","3","F","B","2"
0.74,0.5393566051,"HBACK","4","F","A","1"
2.14,0.3586584531,"SEDAN","3","M","A","3"
2.86,0.8952772074,"MIBUS","3","M","B","4"
0.54,0.0821355236,"SEDAN","4","F","C","4"
1.13,0.3531827515,"STNWG","4","F","A","3"
0.79,0.5229295003,"HBACK","4","F","C","3"
1.29,0.6899383984,"SEDAN","3","F","A","5"
1.61,0.5065023956,"SEDAN","2","F","C","1"
1,0.1013004791,"SEDAN","3","F","A","6"
0.98,0.5694729637,"SEDAN","3","F","B","4"
0.93,0.9144421629,"SEDAN","4","M","C","2"
2.39,0.9445585216,"HDTOP","2","F","B","3"
1.24,0.1889117043,"HBACK","1","M","C","4"
1.19,0.462696783,"SEDAN","3","F","C","5"
1.19,0.1752224504,"STNWG","4","M","A","1"
1.39,0.2026009582,"HBACK","1","F","A","4"
0.83,0.977412731,"SEDAN","4","F","B","3"
0.99,0.6543463381,"STNWG","4","F","E","5"
0.85,0.9171800137,"SEDAN","4","M","D","6"
0.81,0.5256673511,"HBACK","4","F","C","3"
1.3,0.7118412046,"HBACK","2","F","C","4"
1.64,0.1040383299,"HBACK","1","F","A","1"
3.14,0.1861738535,"STNWG","2","F","B","4"
1.57,0.2929500342,"HDTOP","3","F","B","5"
0.57,0.4654346338,"STNWG","4","M","C","5"
1.14,0.6625598905,"SEDAN","3","F","C","2"
0.5,0.3613963039,"SEDAN","4","F","B","4"
1.85,0.501026694,"SEDAN","1","M","B","4"
4.09,0.5722108145,"STNWG","2","M","D","4"
5.899,0.0191649555,"STNWG","1","M","E","4"
1.45,0.9993155373,"TRUCK","4","M","B","2"
2.09,0.2135523614,"MIBUS","3","F","B","2"
2.01,0.4791238877,"SEDAN","1","F","C","2"
0.62,0.5475701574,"SEDAN","4","M","C","3"
4.39,0.8843258042,"STNWG","2","M","A","2"
2.29,0.6762491444,"SEDAN","1","F","D","5"
1.21,0.5995893224,"HBACK","2","F","D","1"
1.65,0.9801505818,"SEDAN","2","F","A","3"
1.85,0.8240930869,"HBACK","2","F","C","4"
1.38,0.2600958248,"SEDAN","3","F","A","4"
1.64,0.1533196441,"SEDAN","3","M","C","3"
3.01,0.4544832307,"STNWG","3","F","A","2"
1.34,0.2354551677,"SEDAN","3","F","D","3"
4.27,0.8733744011,"STNWG","2","M","D","5"
2.23,0.0821355236,"SEDAN","2","M","C","6"
3.1,0.7145790554,"STNWG","2","F","C","3"
2.27,0.8377823409,"STNWG","2","M","A","2"
5.14,0.6324435318,"SEDAN","1","F","A","4"
1.49,0.2710472279,"HBACK","1","F","C","3"
2.41,0.3066392882,"STNWG","3","M","E","5"
0.84,0.052019165,"HBACK","3","F","C","3"
0.87,0.167008898,"SEDAN","3","F","C","5"
1.76,0.3121149897,"HBACK","1","M","C","6"
2.11,0.8651608487,"SEDAN","1","F","C","1"
4.349,0.2546201232,"UTE","1","M","A","1"
1.45,0.2409308693,"SEDAN","2","F","D","3"
1.16,0.7173169062,"SEDAN","4","F","C","5"
1.45,0.9089664613,"UTE","4","F","E","2"
1.19,0.8569472964,"HBACK","2","M","A","4"
1.74,0.9144421629,"SEDAN","2","F","A","5"
1.4,0.9746748802,"HBACK","2","F","B","3"
5.236,0.9226557153,"STNWG","1","M","A","4"
1.74,0.8049281314,"HBACK","2","M","A","4"
1.14,0.6023271732,"STNWG","4","F","C","2"
0,0.9993155373,"TRUCK","1","M","A","5"
0.52,0.7392197125,"HBACK","4","M","C","4"
2.5,0.8323066393,"HDTOP","1","F","C","4"
1.68,0.3832991102,"HBACK","1","F","C","4"
3.13,0.4079397673,"STNWG","1","F","A","1"
1.5,0.128678987,"SEDAN","2","M","C","4"
1.6835,0.4325804244,"HBACK","1","F","A","1"
1.47,0.3942505133,"HBACK","1","F","B","3"
0.5,0.6160164271,"HBACK","4","F","C","4"
0.8,0.7419575633,"UTE","4","M","A","2"
1.61,0.2847364819,"HBACK","2","F","E","6"
1.18,0.5229295003,"UTE","3","F","D","4"
1.48,0.8076659822,"COUPE","3","M","B","4"
1.02,0.0136892539,"STNWG","3","M","A","6"
0.41,0.9445585216,"STNWG","4","F","C","4"
1.79,0.720054757,"STNWG","4","F","E","4"
0.4,0.0657084189,"SEDAN","4","M","C","6"
2.75,0.0328542094,"SEDAN","1","F","E","5"
1.54,0.3121149897,"SEDAN","1","F","E","2"
0.22,0.9993155373,"HBACK","4","F","B","4"
1.06,0.0136892539,"HBACK","4","F","C","4"
1.54,0.9034907598,"SEDAN","4","F","D","4"
1.43,0.2546201232,"HBACK","1","M","C","4"
1.57,0.3641341547,"HDTOP","3","F","B","2"
3.57,0.8596851472,"UTE","2","F","F","2"
1.33,0.4079397673,"STNWG","4","M","B","3"
1.45,0.9089664613,"TRUCK","4","M","F","3"
2.42,0.0547570157,"UTE","3","M","C","4"
0.95,0.9993155373,"SEDAN","4","M","A","2"
1.34,0.7063655031,"SEDAN","3","M","C","4"
0.96,0.3285420945,"SEDAN","3","F","D","5"
1.45,0.9555099247,"HBACK","3","M","A","4"
2.08,0.7693360712,"SEDAN","2","M","D","6"
1.46,0.7885010267,"HBACK","1","F","B","3"
1.99,0.0711841205,"HBACK","2","F","B","2"
3.87,0.681724846,"STNWG","3","M","A","3"
1.35,0.7337440109,"SEDAN","3","M","F","4"
1.28,0.6926762491,"SEDAN","3","F","D","3"
1.95,0.93908282,"HBACK","1","F","B","4"
3.749,0.6598220397,"STNWG","1","M","D","5"
5.24,0.0711841205,"COUPE","1","M","A","2"
2.2,0.2874743326,"MIBUS","3","M","E","3"
1.85,0.9144421629,"SEDAN","2","F","A","3"
1.42,0.9117043121,"HBACK","3","F","B","2"
1.02,0.5886379192,"HBACK","2","F","C","5"
1.99,0.038329911,"SEDAN","2","M","B","4"
1.75,0.0657084189,"SEDAN","1","M","C","6"
1.62,0.7145790554,"SEDAN","2","M","C","6"
1.05,0.3285420945,"TRUCK","3","F","E","5"
0.55,0.925393566,"HBACK","4","M","A","4"
1.66,0.5366187543,"HBACK","3","M","A","2"
2.35,0.1396303901,"TRUCK","2","M","F","5"
1.41,0.8213552361,"COUPE","3","M","C","2"
1.94,0.6899383984,"HDTOP","4","F","C","2"
0.71,0.3668720055,"HBACK","3","F","A","1"
0.77,0.1423682409,"STNWG","4","M","B","4"
0.85,0.5859000684,"HBACK","3","M","C","4"
4.42,0.501026694,"TRUCK","1","M","D","4"
1.02,0.0602327173,"SEDAN","3","M","A","5"
7.55,0.7885010267,"COUPE","3","M","B","2"
1.82,0.7775496235,"HBACK","2","F","C","1"
1.3,0.6735112936,"HBACK","2","F","A","2"
4.56,0.3422313484,"STNWG","1","F","C","2"
0.7,0.6926762491,"SEDAN","4","F","D","2"
1.95,0.5968514716,"HBACK","1","M","A","5"
1.05,0.720054757,"STNWG","3","M","A","5"
1.58,0.5667351129,"HBACK","3","M","A","3"
0.8,0.334017796,"HBACK","4","F","D","4"
3.27,0.8131416838,"UTE","1","M","A","3"
2.7,0.1232032854,"STNWG","1","F","D","2"
0.56,0.6598220397,"HBACK","4","F","B","3"
1.88,0.3832991102,"SEDAN","3","M","E","4"
1.23,0.1149897331,"HBACK","4","F","C","2"
0.64,0.1587953457,"HBACK","4","M","A","6"
3.19,0.7830253251,"STNWG","1","M","A","1"
0.7,0.462696783,"SEDAN","4","F","C","3"
0.72,0.1642710472,"UTE","4","M","C","4"
1.08,0.7008898015,"STNWG","4","M","C","3"
0.63,0.7419575633,"UTE","4","M","B","5"
1.4,0.8761122519,"SEDAN","3","F","C","5"
1.22,0.8432580424,"SEDAN","2","F","A","5"
2.33,0.59137577,"STNWG","2","F","A","4"
2.15,0.1232032854,"STNWG","4","F","E","4"
2.03,0.3750855578,"STNWG","3","F","A","2"
1.41,0.1259411362,"SEDAN","2","F","C","4"
2.88,0.8377823409,"HDTOP","2","F","B","2"
0.5,0.0164271047,"UTE","4","M","A","4"
2.25,0.8131416838,"SEDAN","4","M","A","6"
0.71,0.629705681,"STNWG","4","F","A","2"
0.72,0.5667351129,"HBACK","3","M","C","3"
1.19,0.9664613279,"HBACK","3","F","C","6"
1.09,0.4709103354,"STNWG","4","F","A","4"
1.46,0.0629705681,"SEDAN","2","F","A","3"
1.1,0.9993155373,"SEDAN","3","F","D","4"
3.98,0.629705681,"STNWG","2","M","F","2"
1.23,0.9199178645,"HBACK","2","F","A","4"
1.2,0.8432580424,"SEDAN","4","M","B","3"
1.85,0.1095140315,"STNWG","3","F","C","3"
0.3,0.0985626283,"HBACK","4","M","C","5"
0.39,0.6926762491,"SEDAN","4","M","C","4"
5.21,0.4435318275,"STNWG","1","F","D","6"
1.35,0.3394934976,"HBACK","1","F","D","5"
3.11,0.8925393566,"STNWG","3","M","B","6"
2.01,0.1615331964,"SEDAN","1","F","C","2"
1.89,0.6379192334,"TRUCK","2","M","B","4"
1.79,0.0109514031,"SEDAN","4","F","D","6"
0.81,0.5366187543,"HBACK","3","F","C","4"
1.42,0.2737850787,"HBACK","1","F","A","4"
1.24,0.7857631759,"HBACK","2","F","A","4"
0.98,0.6269678303,"SEDAN","3","F","C","3"
0.8,0.2299794661,"HBACK","4","F","B","3"
1.42,0.9664613279,"STNWG","3","F","E","6"
1.79,0.4873374401,"SEDAN","2","M","C","2"
1.99,0.2026009582,"HBACK","2","F","C","1"
3.46,0.4161533196,"STNWG","3","F","E","3"
2.88,0.3394934976,"STNWG","3","F","C","5"
1.01,0.9856262834,"SEDAN","3","M","A","5"
3.96,0.6680355921,"UTE","1","M","A","4"
0.79,0.5065023956,"HBACK","3","F","A","4"
4.59,0.9555099247,"STNWG","2","F","A","3"
0.82,0.9089664613,"HBACK","4","F","C","2"
1.13,0.4736481862,"HBACK","3","F","D","2"
2.02,0.1834360027,"HDTOP","3","M","E","1"
0.73,0.7885010267,"HBACK","4","F","C","2"
2.9,0.772073922,"SEDAN","1","M","C","6"
1.97,0.8733744011,"SEDAN","2","F","F","5"
1.79,0.5722108145,"STNWG","4","M","C","2"
2.2,0.4736481862,"STNWG","3","M","F","3"
1.8,0.514715948,"STNWG","3","M","C","2"
1.02,0.4928131417,"HBACK","3","M","A","3"
1.57,0.9719370294,"HBACK","2","M","A","5"
1.37,0.1259411362,"SEDAN","2","F","A","2"
1.16,0.4024640657,"HDTOP","4","F","D","3"
1.49,0.5941136208,"HBACK","1","F","C","1"
1.4,0.090349076,"HBACK","1","F","B","2"
1.36,0.6707734428,"HBACK","3","F","F","3"
1.42,0.643394935,"HBACK","1","F","C","3"
1.36,0.7501711157,"HBACK","2","F","C","6"
2.64,0.167008898,"STNWG","3","M","D","2"
3.67,0.0684462697,"STNWG","2","M","C","2"
2.76,0.090349076,"SEDAN","1","M","D","6"
1.16,0.8624229979,"SEDAN","3","M","A","6"
2.64,0.2929500342,"UTE","2","M","D","3"
3.29,0.8021902806,"STNWG","1","M","B","5"
2.14,0.6269678302,"UTE","3","M","C","5"
3.45,0.4161533196,"STNWG","2","F","A","4"
0.5,0.0711841205,"HBACK","4","F","A","5"
1.31,0.9144421629,"HBACK","1","F","C","3"
3.84,0.0438056126,"STNWG","2","F","B","5"
2.09,0.9226557153,"SEDAN","2","M","B","3"
2.24,0.8076659822,"STNWG","3","M","B","2"
0.9,0.7885010267,"UTE","4","M","F","2"
1.42,0.0657084189,"UTE","3","M","A","6"
1.54,0.3641341547,"SEDAN","2","F","D","5"
3.37,0.5229295003,"TRUCK","2","M","C","6"
1.26,0.9993155373,"HBACK","2","F","C","4"
1.49,0.0629705681,"SEDAN","2","F","C","3"
0.82,0.2710472279,"HBACK","4","F","C","1"
1.82,0.6488706365,"HBACK","2","F","C","4"
1.29,0.4188911704,"HBACK","2","F","E","3"
0.97,0.7501711157,"SEDAN","3","M","F","3"
0.31,0.2546201232,"SEDAN","4","F","B","6"
4.11,0.9883641342,"STNWG","2","M","A","3"
0.87,0.7501711157,"HBACK","3","F","A","6"
1.41,0.8569472964,"SEDAN","2","M","B","3"
1.36,0.5366187543,"SEDAN","3","F","B","4"
2.198,0.2436687201,"SEDAN","1","F","D","3"
1.86,0.605065024,"HBACK","1","F","C","3"
0.71,0.1451060917,"HBACK","3","F","C","3"
0.99,0.7364818617,"TRUCK","3","M","B","3"
1.81,0.8925393566,"PANVN","3","F","C","1"
2.19,0.1533196441,"MIBUS","4","M","C","4"
2.92,0.1204654346,"HBACK","2","F","B","5"
1.94,0.9034907597,"STNWG","4","F","D","1"
2.54,0.6954140999,"HBACK","2","F","A","2"
1.68,0.4271047228,"SEDAN","3","F","E","3"
1.02,0.6543463381,"HBACK","4","F","C","6"
1.31,0.8459958932,"HBACK","1","F","C","2"
0.94,0.8295687885,"HBACK","4","F","C","2"
1.62,0.3559206023,"HBACK","1","M","A","6"
1.41,0.5694729637,"SEDAN","3","F","A","6"
1.39,0.6735112936,"HBACK","1","F","A","6"
0.66,0.1314168378,"HBACK","4","F","A","4"
2.88,0.2984257358,"STNWG","3","M","D","4"
2.28,0.2628336756,"HBACK","2","M","C","2"
0.86,0.6899383984,"SEDAN","4","F","B","3"
1.09,0.7364818617,"HBACK","3","F","C","4"
1.73,0.5366187543,"SEDAN","2","F","E","2"
1.9,0.2245037645,"SEDAN","2","M","B","4"
1.15,0.1806981519,"SEDAN","3","F","B","4"
4.5,0.9144421629,"STNWG","1","M","C","4"
1.14,0.3832991102,"HBACK","2","F","C","4"
4.45,0.9883641342,"STNWG","1","F","B","3"
6.56,0.9500342231,"STNWG","1","M","F","5"
1.799,0.6680355921,"SEDAN","1","F","B","2"
1.54,0.848733744,"SEDAN","2","F","C","2"
1.85,0.8240930869,"SEDAN","2","F","E","6"
1.42,0.7091033539,"SEDAN","3","F","A","6"
1.22,0.0793976728,"STNWG","4","M","C","2"
2.71,0.3011635866,"SEDAN","1","F","E","4"
0.38,0.1615331964,"STNWG","4","F","C","3"
1.12,0.1998631075,"HBACK","2","F","C","4"
1.71,0.2491444216,"MCARA","4","M","C","6"
0.5,0.4024640657,"STNWG","4","F","C","4"
1.49,0.5229295003,"HBACK","1","F","B","2"
5.31,0.0301163587,"STNWG","2","M","C","3"
2.53,0.4818617385,"STNWG","2","M","E","2"
2.78,0.3750855578,"UTE","2","M","C","5"
1.22,0.6844626968,"HBACK","2","F","C","2"
1.51,0.0465434634,"HBACK","1","F","E","4"
1.2,0.720054757,"SEDAN","3","M","C","5"
1.61,0.0793976728,"SEDAN","1","F","B","4"
2.51,0.7091033539,"STNWG","3","F","C","3"
0.62,0.1533196441,"SEDAN","4","M","B","3"
4.99,0.0438056126,"STNWG","1","F","B","4"
3.85,0.5256673511,"SEDAN","1","M","A","1"
1.6143,0.5229295003,"HBACK","1","F","E","4"
1.89,0.9226557153,"HBACK","2","F","D","3"
2.75,0.5886379192,"STNWG","2","F","E","1"
1.03,0.1149897331,"STNWG","4","F","A","2"
1.7353,0.0602327173,"HBACK","1","F","C","6"
2.53,0.5639972621,"SEDAN","1","M","C","6"
0.54,0.386036961,"HBACK","4","F","C","3"
0.77,0.052019165,"HBACK","4","F","A","2"
1.47,0.2327173169,"HBACK","2","M","A","4"
1.38,0.6461327858,"STNWG","4","F","C","5"
1.64,0.5995893224,"SEDAN","3","F","A","2"
2.18,0.3121149897,"MIBUS","3","F","D","3"
0.7,0.9938398357,"SEDAN","4","F","B","4"
2.72,0.1122518823,"STNWG","3","M","E","3"
0.56,0.424366872,"HBACK","4","F","A","2"
0.57,0.2902121834,"STNWG","4","F","A","4"
1.67,0.4161533196,"HBACK","1","F","B","2"
1.87,0.1697467488,"SEDAN","1","M","B","3"
3.2,0.5256673511,"UTE","2","M","D","1"
2.05,0.3011635866,"SEDAN","2","F","B","5"
0.87,0.8596851472,"UTE","3","M","B","5"
0.8,0.1040383299,"STNWG","4","F","F","2"
3.15,0.2491444216,"STNWG","3","F","E","3"
5.87,0.3039014374,"SEDAN","1","M","C","5"
1.32,0.3367556468,"STNWG","4","F","C","3"
0.39,0.4052019165,"PANVN","4","F","C","4"
3.54,0.386036961,"STNWG","2","M","F","3"
1.03,0.4572210814,"SEDAN","3","F","C","6"
1.41,0.3750855578,"UTE","4","M","E","3"
0.66,0.9993155373,"SEDAN","4","F","A","3"
2.36,0.7008898015,"STNWG","3","M","A","4"
0.83,0.3121149897,"HBACK","4","F","B","3"
3,0.334017796,"UTE","2","M","B","3"
1.67,0.8131416838,"TRUCK","1","M","D","4"
3.93,0.4106776181,"HDTOP","2","F","D","4"
1.76,0.9609856263,"HBACK","2","M","C","3"
1.78,0.8076659822,"SEDAN","2","F","A","2"
1.36,0.9363449692,"STNWG","4","M","C","2"
1.07,0.2847364819,"TRUCK","4","M","D","2"
1.3,0.6406570842,"HBACK","2","F","A","1"
1.26,0.4544832307,"HBACK","2","F","A","5"
1.25,0.8295687885,"STNWG","4","M","D","4"
2.1,0.8350444901,"SEDAN","2","F","B","5"
1.76,0.2792607803,"HBACK","1","F","C","5"
0.29,0.052019165,"STNWG","4","F","C","5"
2.37,0.4353182752,"TRUCK","3","F","D","2"
2.56,0.5256673511,"SEDAN","2","F","B","5"
1.66,0.4845995893,"SEDAN","3","M","B","6"
2.15,0.6105407255,"STNWG","2","F","C","5"
0.93,0.8651608487,"SEDAN","3","F","C","4"
2.18,0.7337440109,"SEDAN","2","F","D","4"
3.64,0.5694729637,"STNWG","1","F","C","6"
1.9,0.8131416838,"SEDAN","1","F","B","5"
0.84,0.1642710472,"HBACK","3","F","C","2"
1.55,0.7364818617,"SEDAN","2","M","A","4"
0.71,0.2984257358,"SEDAN","4","M","A","4"
0.71,0.0027378508,"SEDAN","4","F","A","3"
1.9,0.4845995893,"SEDAN","1","M","D","4"
2.099,0.9993155373,"SEDAN","1","M","A","5"
0.49,0.1560574949,"HBACK","4","F","B","5"
2.11,0.4900752909,"SEDAN","2","M","C","1"
0.74,0.3915126626,"HBACK","4","F","B","5"
2.06,0.5859000684,"SEDAN","2","M","C","4"
0.41,0.2491444216,"SEDAN","4","M","A","4"
2.56,0.5667351129,"STNWG","3","M","F","3"
1.17,0.7255304586,"HBACK","2","M","D","3"
1.12,0.1067761807,"HBACK","3","F","F","3"
1.57,0.2080766598,"SEDAN","3","F","E","3"
2.77,0.5475701574,"STNWG","3","M","B","2"
1.61,0.3367556468,"UTE","3","M","D","5"
1.49,0.4134154689,"UTE","3","M","D","3"
3.18,0.1971252567,"UTE","2","M","D","2"
2.71,0.5311430527,"STNWG","3","F","F","3"
1.73,0.8761122519,"HBACK","1","M","B","3"
1.25,0.2929500342,"SEDAN","3","F","C","5"
5.699,0.9993155373,"STNWG","1","M","C","3"
3.96,0.9527720739,"STNWG","2","F","D","4"
1.24,0.7748117728,"SEDAN","3","F","E","5"
1.74,0.6926762491,"HBACK","2","F","A","3"
2.74,0.9609856263,"STNWG","3","F","A","5"
0.93,0.6926762491,"SEDAN","3","M","C","5"
4.17,0.7419575633,"STNWG","2","M","C","4"
0.37,0.5065023956,"SEDAN","4","F","A","6"
0.77,0.1533196441,"HBACK","3","M","B","4"
0.5,0.2792607803,"SEDAN","4","F","C","3"
3.01,0.3942505133,"STNWG","3","F","A","3"
2.09,0.2381930185,"COUPE","2","F","D","2"
2.3,0.3942505133,"STNWG","3","F","B","2"
1.47,0.6844626968,"HBACK","1","M","A","5"
1.61,0.5886379192,"HBACK","3","M","C","3"
3.24,0.3285420945,"UTE","1","M","B","2"
1.93,0.4380561259,"HBACK","1","F","B","1"
1.01,0.1368925394,"SEDAN","4","F","C","3"
3.06,0.514715948,"STNWG","3","F","F","4"
8.19,0.1122518823,"CONVT","2","F","B","4"
6.02,0.6899383984,"STNWG","2","F","C","3"
0.7,0.6570841889,"HBACK","4","F","A","1"
2.24,0.2984257358,"STNWG","3","F","A","2"
1.52,0.167008898,"STNWG","4","M","B","5"
0.58,0.0465434634,"COUPE","4","M","B","4"
3.49,0.9993155373,"UTE","1","F","D","3"
2.5,0.6379192334,"STNWG","2","F","A","2"
3.55,0.2245037645,"STNWG","2","F","D","4"
0.85,0.5420944558,"HBACK","3","F","C","1"
1.76,0.9911019849,"SEDAN","2","F","C","1"
1.21,0.5886379192,"SEDAN","3","F","A","5"
1.3,0.7145790554,"HBACK","2","F","B","1"
2.08,0.2984257358,"SEDAN","3","F","C","4"
1.2,0.5448323066,"UTE","4","M","A","6"
1.17,0.7255304586,"HBACK","2","F","A","2"
1.68,0.3504449008,"HBACK","3","F","C","4"
1.93,0.900752909,"HDTOP","4","F","D","3"
3.43,0.2245037645,"UTE","1","F","C","1"
0.83,0.0164271047,"HBACK","3","F","C","4"
0.22,0.8459958932,"HBACK","4","F","D","3"
2.17,0.4462696783,"SEDAN","1","M","A","4"
0.83,0.6324435318,"SEDAN","3","F","A","2"
1.68,0.5722108145,"SEDAN","3","F","D","4"
0.7,0.5968514716,"SEDAN","4","F","B","4"
2.54,0.4435318275,"SEDAN","3","M","C","4"
2.43,0.3613963039,"HBACK","2","F","C","3"
1.22,0.5475701574,"MIBUS","4","F","C","4"
1.349,0.5420944559,"HBACK","1","F","F","2"
0.48,0.5804243669,"SEDAN","4","F","C","4"
0.51,0.93908282,"HBACK","4","F","A","4"
1.89,0.9527720739,"HBACK","2","M","C","2"
1.4,0.1067761807,"HBACK","1","F","B","1"
3.38,0.9993155373,"UTE","1","F","F","2"
1.64,0.9445585216,"SEDAN","2","F","F","5"
0.85,0.6379192334,"SEDAN","4","F","C","3"
0.42,0.5037645448,"SEDAN","4","F","B","6"
5.07,0.8240930869,"STNWG","1","F","C","5"
2.81,0.5366187543,"STNWG","3","M","C","4"
3.28,0.8405201916,"STNWG","2","F","C","2"
1.36,0.4955509925,"STNWG","4","M","A","3"
1.1,0.7912388775,"STNWG","4","M","C","3"
1.01,0.6078028747,"HBACK","2","M","C","4"
2.96,0.1177275838,"SEDAN","3","M","C","5"
0.54,0.7501711157,"HBACK","4","M","C","5"
1.32,0.1368925394,"STNWG","4","M","E","3"
4.26,0.2628336756,"STNWG","3","M","D","3"
0.68,0.7501711157,"HBACK","4","F","E","5"
1.19,0.3367556468,"STNWG","4","M","C","2"
2.3,0.2929500342,"STNWG","3","F","B","2"
1.89,0.9801505818,"SEDAN","2","M","E","4"
1.16,0.8076659822,"SEDAN","3","F","B","6"
1.39,0.4900752909,"HBACK","1","F","B","6"
0.53,0.9637234771,"SEDAN","4","M","B","4"
1.79,0.9582477755,"COUPE","3","F","C","5"
1.71,0.0082135524,"HBACK","2","F","B","1"
4.3,0.4900752909,"STNWG","1","F","A","3"
1.46,0.9418206708,"STNWG","4","M","B","4"
1.75,0.7419575633,"SEDAN","2","F","D","5"
1.2,0.8788501027,"SEDAN","3","F","B","5"
0.93,0.9418206708,"HBACK","3","F","E","5"
0.82,0.3832991102,"SEDAN","3","F","C","1"
0.7,0.5420944559,"STNWG","4","M","C","4"
0.5,0.0684462697,"HBACK","4","F","C","2"
0.84,0.7939767283,"HBACK","3","F","B","4"
1.95,0.2162902122,"SEDAN","4","M","D","6"
1.41,0.9993155373,"SEDAN","2","F","B","2"
2.77,0.5968514716,"STNWG","1","F","C","1"
1.85,0.7830253251,"SEDAN","2","F","C","6"
2.81,0.2683093771,"STNWG","3","M","C","5"
1.35,0.5037645448,"HBACK","1","M","E","5"
2.299,0.9746748802,"SEDAN","1","M","C","4"
3.45,0.8706365503,"STNWG","2","M","A","2"
2.27,0.4572210814,"SEDAN","2","F","C","4"
1.15,0.7693360712,"HBACK","4","M","C","4"
0.7,0.1560574949,"SEDAN","4","F","E","5"
1.21,0.8295687885,"SEDAN","2","F","D","1"
0.83,0.1752224504,"HBACK","3","F","C","2"
1.14,0.4325804244,"HBACK","2","M","A","4"
1.93,0.8076659822,"STNWG","4","F","C","4"
0.76,0.3148528405,"HBACK","3","F","A","3"
1.19,0.5338809035,"STNWG","4","M","B","2"
